"school_code","school_name","school_address1","school_address2","school_city","school_province","school_postal_code","school_phone","school_fax","school_email","school_website","ecstaught","elementary_taught","junior_high_taught","senior_high_taught","authority_type","latitude","longitude","authority_code","authority_name","authority_address1","authority_address2","authority_city","authority_province","authority_postal_code","authority_telephone","authority_fax","authority_e_mail","authority_website","offer_school_home_education","offer_school_home_education_blended","offer_school_online","offer_school_outreach","school_updated","school_authority_code","ecs","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total","start_year","end_year","enrollment_updated"
"1234","EIPS Home Education","1604 Sherwood Drive","","Sherwood Park","AB","T8A0Z2","(780) 464-1899","(780) 417-2207","homeed@eips.ca","http://www.eipsnextstep.ca","0","0","0","0","Public","53.520257410735","-113.3176720176","0","Elk Island Public Schools Regional Division No. 14","683 Wye Road","","Sherwood Park","AB","T8B1N2","(780) 417-8220","(780) 417-8181","Linda.Griffin@eips.ca","http://www.eips.ca","0","0","0","0","2017-03-20 22:01:15","2195","0","2","0","2","-1","3","0","0","-1","-1","0","-1","-1","2","2012","2015","2017-03-20 20:24:32"
"1254","Aboriginal Head Start - Abbott Site","#204, 13229-146th Street","","Edmonton","AB","T5L 4S8","(780) 640-9799","(780) 479-6199","mnollski@amiskwaciy.ca","http://#204, 13229-146th Street, Edmonton AB","0","0","0","0","ECS Private Operator","53.59298","-113.571707","0","Amiskwaciy Cultural Society","#204, 13229-146th Street","","Edmonton","AB","T5L4S8","(780) 640-9799","(780) 452-3072","mnollski@amiskwaciy.ca","","0","0","0","0","2017-03-20 22:01:15","0288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2012","2015","2017-03-20 20:24:33"
"1255","Aboriginal Head Start - Belmead Site","#204, 13229-146th Street","","Edmonton","AB","T5L 4S8","(780) 640-9799","(780) 487-8189","mnollski@amiskwaciy.ca","http://#204, 13229-146th Street, Edmonton AB","0","0","0","0","ECS Private Operator","53.59298","-113.571707","0","Amiskwaciy Cultural Society","#204, 13229-146th Street","","Edmonton","AB","T5L4S8","(780) 640-9799","(780) 452-3072","mnollski@amiskwaciy.ca","","0","0","0","0","2017-03-20 22:01:15","0288","5","0","0","0","0","0","0","0","0","0","0","0","0","5","2012","2015","2017-03-20 20:24:33"
"1267","Greystone Centennial Middle School","130 Greystone Drive","","Spruce Grove","AB","T7X4P5","(780) 962-0357","(780) 962-0923","Greystone@psd70.ab.ca","http://www.psd70.ab.ca/greystone","0","0","0","0","Public","53.557021","-113.879503","0","Parkland School Division No. 70","4603 - 48 Street","","Stony Plain","AB","T7Z2A8","(780) 963-4010","(780) 963-4169","","http://www.psd70.ab.ca","0","0","0","0","2017-03-20 22:01:15","2305","0","0","0","0","0","38","28","56","14","22","0","0","0","158","2012","2015","2017-03-20 20:24:32"
"1268","Holy Spirit Catholic School","100 Michigan Street","","Devon","AB","T9G2H6","(780) 987-5730","(780) 987-5834","","http://www.hscs.ca","0","0","0","0","Separate","53.3554013","-113.7245274","0","Evergreen Catholic Separate Regional Division No. 2","Suite 110, 381 Grove Drive","","Spruce Grove","AB","T7X2Y9","(780) 962-5627","(780) 962-4664","","http://www.ecsrd.ca","0","0","0","0","2017-03-20 22:01:15","0048","-17","-4","-9","-13","-10","-19","-15","-15","-9","0","0","0","0","-111","2012","2015","2017-03-20 20:24:33"
"1279","Calmar Elementary School","P.O. Box 1059","","Calmar","AB","T0C0V0","(780) 985-2228","","","http://www.blackgold.ca","0","0","0","0","Public","53.269448516192","-113.80684099415","0","Black Gold Regional Division No. 18","3rd Floor, 1101 - 5 Street","","Nisku","AB","T9E7N3","(780) 955-6025","","","http://www.blackgold.ca","0","0","0","0","2017-03-20 22:01:15","2245","-4","16","24","15","6","-1","-6","0","0","0","0","0","0","50","2012","2015","2017-03-20 20:24:32"
"1280","Allen Gray Child Development Centre","5005 - 28 Avenue","","Edmonton","AB","T6L7G1","(780) 469-9606","(780) 465-2073","nmeghji@allengray.ab.ca","","0","0","0","0","ECS Private Operator","53.4587911","-113.4226032","0","The Gray House Guild","5005 - 28 Avenue","","Edmonton","AB","T6L7G1","(780) 469-9606","(780) 465-2073","kindergarten@allengray.ab.ca","","0","0","0","0","2017-03-20 22:01:15","0182","-12","0","0","0","0","0","0","0","0","0","0","0","0","-12","2012","2015","2017-03-20 20:24:33"
"1282","Edmonton Christian Northeast School","5940 - 159 Avenue","","Edmonton","AB","T5Y0J5","(780) 408-7942","(780) 478-1728","ecsne@epsb.ca","http://edmchristian.net","0","0","0","0","Public","53.620134","-113.431634","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:15","3020","27","12","20","12","10","-6","9","2","-2","-12","0","0","0","72","2012","2015","2017-03-20 20:24:32"
"1283","Edmonton Christian West School","14345 McQueen Road","","Edmonton","AB","T5N3L5","(780) 408-7948","","ecswest@epsb.ca","http://edmchristian.net","0","0","0","0","Public","53.5555077","-113.5688892","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:15","3020","7","7","20","-8","-2","-17","9","10","-15","-7","0","0","0","4","2012","2015","2017-03-20 20:24:32"
"1295","Meadows Baptist Academy","2215 - 17 Street","","Edmonton","AB","T6T1J1","(780) 440-1195","(780) 490-4410","info@meadowsbaptist.ca","http://meadowsbaptist.ca","0","0","0","0","Private School","53.453535266249","-113.36800078571","0","Independent Baptist Christian Education Society","26404 Highway 16, West","","Spruce Grove","AB","T7X3H5","(780) 960-0235","(780) 960-9235","bdcoldwell@gmail.com","","0","0","0","0","2017-03-20 22:01:15","0030","4","-6","-9","-2","1","-13","-6","-17","-6","-18","-6","-5","-1","-84","2012","2015","2017-03-20 20:24:33"
"1318","Fresh Start Millwoods","2849 Millwoods Rd. West","","Edmonton","AB","T6K4A9","(780) 944-2002","(780) 944-2011","santo.saporito@ecsd.net","","0","0","0","0","Separate","53.459549038258","-113.44663733862","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:15","0110","0","0","0","0","0","0","0","0","0","-2","-11","14","2","3","2012","2015","2017-03-20 20:24:33"
"1321","Bright Bank Academy","4300 - 43 Street","","Stony Plain","AB","T7Z1J4","(780) 963-6064","(780) 968-6325","","","0","0","0","0","Public","53.537016","-113.993727","0","Parkland School Division No. 70","4603 - 48 Street","","Stony Plain","AB","T7Z2A8","(780) 963-4010","(780) 963-4169","","http://www.psd70.ab.ca","0","0","0","0","2017-03-20 22:01:15","2305","0","0","-2","-1","1","0","0","2","0","0","0","0","0","0","2012","2015","2017-03-20 20:24:32"
"1343","Children's Autism Services of Edmonton","17451-103 Avenue","","Edmonton","AB","T5S1J4","(780) 495-9235","(780) 484-9265","","http://www.childrensautism.ca","0","0","0","0","ECS Private Operator","53.544909025064","-113.62129786243","0","Children's Autism Services of Edmonton","17451-103 Avenue","","Edmonton","AB","T5S1J4","(780) 495-9235","(780) 484-9265","caseearlyed@childrensautism.ca","http://www.childrensautism.ca","0","0","0","0","2017-03-20 22:01:15","0197","21","0","0","0","0","0","0","0","0","0","0","0","0","21","2012","2015","2017-03-20 20:24:33"
"1344","Lillian Osborne High School","2019 Leger Road NW","","Edmonton","AB","T6R0R9","(780) 391-2450","(780) 391-2470","lillianosborne@epsb.ca","http://lillianosborne.epsb.ca","0","0","0","0","Public","53.457147285739","-113.58019691667","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:15","3020","0","0","0","0","0","0","0","0","0","0","10","1","14","25","2012","2015","2017-03-20 20:24:32"
"1362","EIPS Centre for Educational Alternatives","1604 Sherwood Drive","","Sherwood Park","AB","T8A0Z2","(780) 464-1899","(780) 417-2207","paul.pallister@eips.ca","","0","0","0","0","Public","53.520145783224","-113.31777394155","0","Elk Island Public Schools Regional Division No. 14","683 Wye Road","","Sherwood Park","AB","T8B1N2","(780) 417-8220","(780) 417-8181","Linda.Griffin@eips.ca","http://www.eips.ca","0","0","0","0","2017-03-20 22:01:15","2195","0","0","2","2","1","0","1","1","-5","-3","0","0","0","-1","2012","2015","2017-03-20 20:24:32"
"1367","Strathcona Christian Academy Elementary School","52362 Range Road 231","","Sherwood Park","AB","T8B0A3","(780) 449-2787","(780) 449-3548","principal.sce@eips.ca","http://www.scaelementary.ca","0","0","0","0","Public","53.508958889617","-113.27271418864","0","Elk Island Public Schools Regional Division No. 14","683 Wye Road","","Sherwood Park","AB","T8B1N2","(780) 417-8220","(780) 417-8181","Linda.Griffin@eips.ca","http://www.eips.ca","0","0","0","0","2017-03-20 22:01:15","2195","1","-5","-2","12","-7","0","-4","0","0","0","0","0","0","-5","2012","2015","2017-03-20 20:24:32"
"1371","École A la Découverte","13410 - 119 Street","","Edmonton","AB","T5E5N1","(780) 474-9547","(780) 474-9356","ld@centrenord.ab.ca","","0","0","0","0","Francophone","53.5953134","-113.5275504","0","Greater North Central Francophone Education Region No. 2","322, 8627 - 91 Street","","Edmonton","AB","T6C3N1","","","","http://www.centrenord.ab.ca","0","0","0","0","2017-03-20 22:01:15","8040","10","11","11","13","3","14","11","0","0","0","0","0","0","73","2012","2015","2017-03-20 20:24:33"
"1387","Aurora Learning Foundation","0","51559 RR 225","Sherwood Park","AB","T8C1H5","(780) 464-4010","(780) 464-4070","admin@auroralearningfoundation.com","","0","0","0","0","Private School","53.450326659065","-113.22075114501","0","Aurora Learning Foundation","#349","51559 RR 225","Sherwood Park","AB","T8C1H5","(780) 464-4010","(780) 464-4070","admin@auroralearningfoundation.com","","0","0","0","0","2017-03-20 22:01:15","0210","0","0","0","1","-2","0","0","0","0","-3","0","0","1","-3","2012","2015","2017-03-20 20:24:33"
"1427","Sister Annata Brockman Catholic Elementary/Junior High School","355 Hemingway Road NW","","Edmonton","AB","T6M0L7","(780) 444-0250","(780) 444-0392","doris.leboldus-campbell@ecsd.net","http://www.sisterannatabrockman.ecsd.net","0","0","0","0","Separate","53.490988833778","-113.68289912223","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:15","0110","-31","-4","7","17","32","24","23","30","-5","10","0","0","0","103","2012","2015","2017-03-20 20:24:33"
"1428","Monsignor William Irwin Catholic Elementary School","2629 Taylor Green NW","","Edmonton","AB","T6R3N8","(780) 430-1121","(780) 430-7742","","http://www.monsignorwilliamirwin.ecsd.net","0","0","0","0","Separate","53.447789489274","-113.5752944029","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:15","0110","-96","31","23","28","67","86","63","0","0","0","0","0","0","202","2012","2015","2017-03-20 20:24:33"
"1429","Monsignor Fee Otterson Catholic Elementary/Junior High School","1834 Rutherford Road SW","","Edmonton","AB","T6W0N5","(780) 430-8015","(780) 433-8052","","http://www.monsignorfeeotterson.ecsd.net","0","0","0","0","Separate","53.416974242517","-113.5229280381","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:15","0110","-21","32","17","30","25","41","4","4","3","22","0","0","0","157","2012","2015","2017-03-20 20:24:33"
"1430","Mother Margaret Mary Catholic High School","2010 Leger Rd.","","Edmonton","AB","T6R0R9","(780) 988-2279","(780) 988-2356","","http://mothermargaretmary.ecsd.net","0","0","0","0","Separate","53.459901377794","-113.58193444484","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:15","0110","0","0","0","0","0","0","0","0","0","-22","62","148","162","350","2012","2015","2017-03-20 20:24:33"
"1444","St. Teresa Catholic Outreach School","120 Hillside Centre","636 King Street","Spruce Grove","AB","T7X4K5","(780) 960-0475","(780) 960-0576","outreach@ecsrd.ca","http://www.ecoutreach.ca","0","0","0","0","Separate","53.5574245","-113.8945189","0","Evergreen Catholic Separate Regional Division No. 2","Suite 110, 381 Grove Drive","","Spruce Grove","AB","T7X2Y9","(780) 962-5627","(780) 962-4664","","http://www.ecsrd.ca","0","0","0","0","2017-03-20 22:01:15","0048","0","0","0","0","0","0","0","-1","0","-3","9","23","56","84","2012","2015","2017-03-20 20:24:33"
"1455","Johnny Bright School","1331 Rutherford Road SW","","Edmonton","AB","T6W1P4","(780) 437-1341","(780) 437-8048","johnnybright@epsb.ca","","0","0","0","0","Public","53.419256175754","-113.53525741639","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:15","3020","-17","-7","-5","56","25","37","7","14","-5","-5","0","0","0","100","2012","2015","2017-03-20 20:24:32"
"1456","Dr. Donald Massey School","5435 - 162 Ave NW","","Edmonton","AB","T5Y0E8","(780) 457-5435","(780) 457-5447","donaldmassey@epsb.ca","","0","0","0","0","Public","53.6233828","-113.4216772","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:15","3020","-9","-31","17","25","27","3","-8","-21","-2","14","0","0","0","15","2012","2015","2017-03-20 20:24:32"
"1457","Florence Hallock School","16437 - 87 St. NW","","Edmonton","AB","T5Z3X1","(780) 478-1410","(780) 478-1481","florencehallock@epbs.ca","","0","0","0","0","Public","53.6269582","-113.4745856","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:15","3020","-1","-4","8","11","26","12","7","-21","-29","1","0","0","0","10","2012","2015","2017-03-20 20:24:32"
"1458","A. Blair McPherson School","430 Tamarack Green NW","","Edmonton","AB","T6T0J4","(780) 468-4361","(780) 468-4396","","","0","0","0","0","Public","53.469712790705","-113.36192113757","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:15","3020","-16","-12","25","16","25","11","24","-42","-3","-40","0","0","0","-12","2012","2015","2017-03-20 20:24:32"
"1459","Elizabeth Finch School","13815 - 160 Ave NW","","Edmonton","AB","T6V0C9","(780) 457-2022","(780) 457-2054","elizabethfinch@epsb.ca","","0","0","0","0","Public","53.62080262977","-113.55951352223","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:15","3020","-20","-16","33","54","60","18","19","18","23","33","0","0","0","222","2012","2015","2017-03-20 20:24:32"
"1460","Esther Starkman School","2717 Terwillegar Way NW","","Edmonton","AB","T6R0G5","(780) 439-2717","(780) 439-2748","estherstarkman@epsb.ca","","0","0","0","0","Public","53.446186","-113.57353","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:15","3020","-19","-30","1","26","33","11","3","-20","-28","-22","0","0","0","-45","2012","2015","2017-03-20 20:24:32"
"1466","École Joseph-Moreau","9750 - 74 Avenue","","Edmonton","AB","T6E1E8","(780) 436-6303","(780) 436-6309","jm@centrenord.ab.ca","","0","0","0","0","Francophone","53.510669","-113.481409","0","Greater North Central Francophone Education Region No. 2","322, 8627 - 91 Street","","Edmonton","AB","T6C3N1","","","","http://www.centrenord.ab.ca","0","0","0","0","2017-03-20 22:01:15","8040","0","0","0","0","0","0","0","-22","9","-5","0","0","0","-18","2012","2015","2017-03-20 20:24:33"
"1467","École Alexandre-Taché","9-B Avenue Saint-Vital","","St. Albert","AB","T8N1K1","(780) 458-4878","(780) 458-8459","at@centrenord.ab.ca","http://www.centrenord.ab.ca","0","0","0","0","Francophone","53.65920450216","-113.62417139172","0","Greater North Central Francophone Education Region No. 2","322, 8627 - 91 Street","","Edmonton","AB","T6C3N1","","","","http://www.centrenord.ab.ca","0","0","0","0","2017-03-20 22:01:15","8040","0","0","0","0","0","0","0","1","2","1","-2","11","3","16","2012","2015","2017-03-20 20:24:33"
"1496","Academie Saint-Andre Academy","5811 Rue Eaglemont","","Beaumont","AB","T4X0X1","(780) 929-2961","(780) 929-2815","","http://sa.starcatholic.ab.ca","0","0","0","0","Separate","53.3606828","-113.4304915","0","St. Thomas Aquinas Roman Catholic Separate Regional Division No. 38","4906-50 Avenue","","Leduc","AB","T9E6W9","","","","http://starcatholic.ab.ca","0","0","0","0","2017-03-20 22:01:15","0020","-4","10","39","49","58","37","30","17","0","0","0","0","0","236","2012","2015","2017-03-20 20:24:33"
"1522","Revelation On-Line","9624 - 108 Avenue","","Edmonton","AB","T5H1A4","(780) 989-3000","(780) 989-3049","susan.chevalier@ecsd.net","","0","0","0","0","Separate","53.554316","-113.488","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:16","0110","0","0","0","0","0","0","0","0","0","0","-13","-75","-19","-107","2012","2015","2017-03-20 20:24:33"
"1557","MAC Islamic School","11342 - 127 Street","","Edmonton","AB","T5M0T8","(780) 453-2220","(780) 453-2233","office@macislamicschool.com","http://www.macislamcischool.com","0","0","0","0","Private School","53.563305","-113.542019","0","Muslim Association of Canada","11342 - 127 Street","","Edmonton","AB","T5M0T8","(780) 453-2220","(780) 453-2233","office@macislamicschool.com","","0","0","0","0","2017-03-20 22:01:16","0249","73","21","27","13","12","18","7","17","0","0","0","0","0","188","2012","2015","2017-03-20 20:24:33"
